has_preamble,preamble_text,question,answer,subject,subject_topic,form,difficulty,question_type
No,,The kinetic energy of a photon is 1/3 mv<sup>2</sup> where m is the photon mass and V is the speed of light.,False,Physics,,,,4
No,,The linear momentum of a photon equals its energy divided by the speed of light.,True,Physics,,,,4
No,,The energy of a photon is a proportional to its frequency.,True,Physics,,,,4
No,,"In the electrolysis of molten alumina, both electrodes can be carbon.",True,Chemistry,,,,4
No,,"If both electrodes in the electrolysis of molten alumina are carbon, the cathode burns off during the process.",False,Chemistry,,,,4
No,,"Since bauxite contains hydrated aluminium oxide, another way of obtaining alumina could be heating bauxite to very high temperatures.",False,Chemistry,,,,4
No,,"The insects differ from the rest of the anthropods in having only three pairs of jointed legs on the thorax and, typically, two pairs of wings.",True,Biology,,,,4
No,,"In insects only the outermost layer of the cuticle is shed, the inner layers are digested by enzymes secreted from the epidermis.",True,Biology,,,,4
No,,"All antropods have a hard exoskeleton or cuticle, segmented bodies and jointed legs.",True,Biology,,,,4
No,,The image formed in a concave spherical mirror of a paraxial object is always inverted.,False,Physics,,,,4
No,,Paraxial rays parallel to the principal axis of a concave mirror converge to a point midway between the centre of curvature and the pole of the mirror.,True,Physics,,,,4
No,,The image formed in a concave spherical mirror of a paraxial object located at the centre of curvature of the mirror has unit magnification.,True,Physics,,,,4
No,,The function f(&kappav;) = 4&kappav;<sup>2</sup> – 5 is an even function.,True,Mathematics,,,,4
No,,The function f(&kappav;) = 3&kappav;<sup>3</sup> – 2&kappav; is an even function.,True,Mathematics,,,,4
No,,The function f(&kappav;) = 3&kappav;<sup>3</sup> – 2&kappav; is an odd function.,True,Mathematics,,,,4
No,,The function f(&kappav;) = 2&kappav; + 1 is neither even nor odd.,True,Mathematics,,,,4
No,,The oxidation state of manganese in its oxide Mn<sub>2</sub>O<sub>3</sub> is +3.,True,Chemistry,,,,4
No,,The oxidation state of manganese in K<sub>2</sub>MnO<sub>4</sub> and KMnO<sub>4</sub> are +6 and +8 respectively.,False,Chemistry,,,,4
No,,The +7 state of manganese is easily reduced to the +2 state in acidic media.,True,Chemistry,,,,4
No,,Osmosis is the movement form a concentrated solution to a dilute solution across a partially permeable membrane.,False,Biology,,,,4
No,,Osmosis is the movement of a dissolved substance from a concentrated solution to a dilute solution across a partially permeable membrane.,False,Biology,,,,4
No,,Osmosis is the movement of water from a dilute solution to a concentrated solution across a partially permeable membrane.,True,Biology,,,,4
No,,A p-type semiconductor always contains excess protons.,False,Physics,,,,4
No,,An n-type semiconductor always has a net negative charge.,False,Physics,,,,4
No,,An intrinsic semiconductor contains equal concentrations of electrons and holes.,True,Physics,,,,4
No,,A square pyramid has four triangular faces.,True,Mathematics,,,,4
No,,A square pyramid has four vertices.,False,Mathematics,,,,4
No,,A square pyramid has 6 edges.,False,Mathematics,,,,4
No,,Acid hydrolysis of fats and vegetable oils produces alkonic acids and an alkenetriol.,True,Biology,,,,4
No,,"Starch and cellulose, on hydrolysis will give different products in solution.",False,Biology,,,,4
No,,Some vegetable oils can be used directly as fuel for vehicles.,False,Biology,,,,4
No,,Accommodation of the human eye is best described as the changing of lens shape due to varying light intensities.,False,Physics,,,,4
No,,Accommodation of the human eye is best described as the ability to see distant objects.,False,Physics,,,,4
No,,Accommodation of the human eye is best described as the focusing of near and distant objects.,True,Physics,,,,4
No,,"In a right angle triangle, the hypotenuse is the longest side.",True,Mathematics,,,,4
No,,"In an isosceles right angle triangle, if the length of the legs is &kappav;, the length of the hypotenuse is &kappav;√3.",False,Mathematics,,,,4
No,,The midpoint of the hypotenuse of a right angle triangle is equidistant from all three vertices of the triangle.,True,Mathematics,,,,4
No,,Two objects in thermal equilibrium have the same temperature as well as the same pressure.,False,Physics,,,,4
No,,"When two objects are separately in thermal equilibrium with a third object, the two objects are in thermal equilibrium.",True,Physics,,,,4
No,,"When two objects at different temperatures are placed in thermal contact, energy is spontaneously transferred from the object with the higher temperature to the one with the lower temperature.",True,Physics,,,,4
No,,Electronegativities of the elements in the second period of the Periodic Table increase from left to right.,True,Chemistry,,,,4
No,,In group 5 or 15 of the Periodic Table there is only one metallic element.,True,Chemistry,,,,4
No,,Atomic radius decreases from left to right consistently in a Period of the Main Group elements.,False,Chemistry,,,,4
No,,Symbiotic association may involve two plants.,True,Biology,,,,4
No,,Symbiotic association is always between two similar species.,False,Biology,,,,4
No,,"In symbiosis, the symbionts must be living.",True,Biology,,,,4
No,,The difference between a number and its additive inverse is zero.,False,Mathematics,,,,4
No,,The sum of a negative number and a positive number is a negative number.,False,Mathematics,,,,4
No,,The product of a positive number and a negative number is never zero.,True,Mathematics,,,,4
No,,An object whose acceleration is proportional to but opposite its displacement moves at constant speed.,False,Physics,,,,4
No,,The velocity of a moving object cannot be zero if its acceleration is proportional to but opposite its displacement.,False,Physics,,,,4
No,,Mitochondria are green because of the chlorophyll they contain.,False,Biology,,,,4
No,,Energy-rich compounds from the cytosol are oxidised in the chlorophyll.,False,Biology,,,,4
No,,The outermost region of the mitochondrion folds to form the cristae.,False,Biology,,,,4
No,,A parallelogram with a right angle is a rectangle.,True,Mathematics,,,,4
No,,A rectangle is a parallelogram.,True,Mathematics,,,,4
No,,A rectangle is a square.,False,Mathematics,,,,4
No,,The limiting thermal efficiency of a heat engine depends on the temperatures of the hot and cold thermal reservoirs between which it operates.,True,Physics,,,,4
No,,A real heat engine cannot convert all the thermal energy it receives into work.,True,Physics,,,,4
No,,"Because adiabatic processes occur without heat exchange, a heat engine cannot operate on a cycle that includes an adiabatic process.",False,Physics,,,,4
No,,Both CO<sub>2</sub> and SO<sub>4</sub> molecules have the same shape.,False,Chemistry,,,,4
No,,CH<sub>4</sub> and NH<sub>3</sub> have different shapes; this is as a result of the difference in the hybridization of the bonding orbitals of carbon and nitrogen.,False,Chemistry,,,,4
No,,In cyclohexane all the 6 carbons are in the same plane.,False,Chemistry,,,,4
No,,"Sleeping sickness, one of the most dreaded diseases in Africa, is caused by a flagellate.",True,Biology,,,,4
No,,The vector for sleeping sickness is a type of worm.,False,Biology,,,,4
No,,The vector for sleeping sickness can infect only humans but not any other mammal.,False,Biology,,,,4
No,,0.49 is an exact square.,True,Mathematics,,,,4
No,,(36/15) is an exact square.,False,Mathematics,,,,4
No,,0.9 is not an exact square.,True,Mathematics,,,,4
No,,The resistance of a circuit containing two identical resistors in parallel equals twice the resistance one of the resistors.,False,Physics,,,,4
No,,The current in a circuit containing two identical resistors in series equals twice the current in one of the resistors.,False,Physics,,,,4
No,,The resistance of a circuit containing two identical resistors in series equals twice the resistance of one of the resistors.,True,Physics,,,,4
No,,The electron affinity kJmol<sup>-1</sup> of sulphur is larger than that of oxygen.,True,Chemistry,,,,4
No,,"Whilst beryllium and magnesium have positive values of electron affinity, lithium and sodium have negative values.",True,Chemistry,,,,4
No,,"The more negative the value of the electron affinity for an element, the more stable the anion formed.",True,Chemistry,,,,4
No,,A massive body moving with constant velocity requires a larger force to keep it moving than does a less massive body moving with the same constant velocity.,False,Physics,,,,4
No,,A body moving with a high but constant velocity requires a larger force to keep it moving than does a similar body moving with a lower constant velocity.,False,Physics,,,,4
No,,"If an object moves with constant velocity, the net force on it is zero.",True,Physics,,,,4
No,,Avogadro's law states that equal volumes of any two gases at the same temperature and pressure contain the same number of molecules.,True,Chemistry,,,,4
No,,The law of combining volumes is different from the law proposed by Gay-Lussac.,False,Chemistry,,,,4
No,,"The ideal Gas law is a composite of Boyle's law, Charles' law and Avogadro's law.",True,Chemistry,,,,4
No,,Log(&kappav;<sup>2</sup>/y<sup>5</sup>) = 2log&kappav; – 5logy.,True,Mathematics,,,,4
No,,Log(2&kappav;<sup>3</sup>) = 6log&kappav;.,False,Mathematics,,,,4
No,,Log(&kappav; + y) = log&kappav; + logy.,False,Mathematics,,,,4
No,,In an ecosystem autotrophs produce organic compounds that serve as food for them and other organisms.,True,Biology,,,,4
No,,Flowers are the primary structures used in grouping plant families.,True,Biology,,,,4
No,,Photosynthesis involves the breakdown of complex inorganic molecules.,False,Biology,,,,4
No,,The angular momentum of the electron in the Bohr model of the hydrogen atom equals h in the ground state.,True,Physics,,,,4
No,,The angular momentum of the electron in the Bohr model of the hydrogen atom equals 2 h in the first excited state.,True,Physics,,,,4
No,,The energy in the first excited state of the electron in the Bohr model of the hydrogen atom is twice the ground state energy.,False,Physics,,,,4
No,,"When ammonia is heated strongly with ethanoyl chloride, ethylamine is formed.",False,Chemistry,,,,4
No,,Secondary alkanols produce alkanoic acids when oxidized with acidified K<sub>2</sub>Cr<sub>2</sub>O<sub>7</sub> solution.,False,Chemistry,,,,4
No,,When ants bite the bite itches because of the methanol the ants inject into the bite.,False,Chemistry,,,,4
No,,"For a regular polygon, only the sides are congruent.",False,Mathematics,,,,4
No,,A regular quadrilateral is a square.,True,Mathematics,,,,4
No,,An equiangular triangle is a regular polygon.,True,Mathematics,,,,4
No,,Collenchyma cells are lignified and living at maturity.,False,Biology,,,,4
No,,Collenchyma cells provides support for woody plant.,False,Biology,,,,4
No,,Sclerenchyma cells are lignified and living at maturity.,False,Biology,,,,4
No,,The energy of a photon is inversely proportional to its wavelength.,True,Physics,,,,4
No,,The linear momentum of a photon is directly proportional to its wavelength.,False,Physics,,,,4
No,,The energy of a photon equals the product of its linear momentum and the speed of light in vacuum.,True,Physics,,,,4
No,,The elements that comes immediately before Radium is Strontium in Group 2 of the Periodic Table.,False,Chemistry,,,,4
No,,Phosphorus has a lower atomic number than silicon.,False,Chemistry,,,,4
No,,Silicon and germanium are both considered to be semi-metals or metalloids.,True,Chemistry,,,,4
No,,The center of a circle is a point of the circle.,False,Mathematics,,,,4
No,,The ratio of the circumference to the diameter of the circle is π.,True,Mathematics,,,,4
No,,A chord connects the center of a circle to a point of the circle.,False,Mathematics,,,,4
No,,The liver is responsible for regulation of blood sugar.,True,Biology,,,,4
No,,The liver is responsible for the formation of bile.,True,Biology,,,,4
No,,The liver is responsible for the excretion of urea from the blood.,False,Biology,,,,4
No,,The lower fixed point on the Celsius scale is assigned the temperature 0°C.,True,Physics,,,,4
No,,The upper fixed point on the Fahrenheit scale is assigned the temperature 100°F.,False,Physics,,,,4
No,,The interval between the steam point and the ice point on the Fahrenheit scale is divided into 180 units.,True,Physics,,,,4
No,,"The identity of two solutions, one containing Pb<sup>2+</sup> ion and the other containing Ca<sup>2+</sup> can be determined using NaOH solution.",True,Chemistry,,,,4
